"hgb_fs_item_de","hgb_fs_item_en","account_usage_type","account_number","account_name_de","account_name_en","account_class","account_group_de","account_group_en","account_flags","is_range","range_start","range_end","is_postable"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1572 00","Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb","Deductible input tax from intra-community acquisition",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1573 00","Vorsteuer aus Erwerb als letzter Abnehmer innerhalb eines Dreiecksgeschäfts","Input tax from acquisition as the last buyer within a triangular transaction",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1574 00","Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb %","Deductible input tax from intra-community acquisition%",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities","R","1575 00","Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb %","Deductible input tax from intra-community acquisition%",1,"Finanz- und Privatkonten","Financial and private accounts",,"true","1575 00",,"false"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1576 00","Abziehbare Vorsteuer %","Deductible input tax%",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1577 00","Abziehbare Vorsteuer nach § 13b UStG %","Deductible input tax in accordance with § 13b UStG%",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1578 00","Abziehbare Vorsteuer nach § 13b UStG","Deductible input tax in accordance with § 13b UStG",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities","R","1579 00","Abziehbare Vorsteuer nach § 13b UStG","Deductible input tax in accordance with § 13b UStG",1,"Finanz- und Privatkonten","Financial and private accounts",,"true","1579 00",,"false"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities","SB","1580 00","Gegenkonto Vorsteuer § Abs. EStG","Counter-account input tax § Abs. EStG",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities","SB","1581 00","Auflösung Vorsteuer aus Vorjahr § Abs. EStG","Resolution of input tax from previous year § Abs. EStG",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities","SB","1582 00","Vorsteuer aus Investitionen § Abs. EStG","Input tax from investments § Abs. EStG",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities","R","1583 00","Vorsteuer aus Investitionen § Abs. EStG","Input tax from investments § Abs. EStG",1,"Finanz- und Privatkonten","Financial and private accounts",,"true","1583 00",,"false"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1584 00","Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb von Neufahrzeugen von Lieferanten ohne Umsatzsteuer- Identifikationsnummer","Deductible input tax from intra-community purchase of new vehicles from suppliers without a sales tax identification number",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1585 00","Abziehbare Vorsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager","Deductible input tax from the outsourcing of items from a sales tax warehouse",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities","R","1587 00","Abziehbare Vorsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager","Deductible input tax from the outsourcing of items from a sales tax warehouse",1,"Finanz- und Privatkonten","Financial and private accounts",,"true","1587 00",,"false"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities","F","1588 00","Entstandene Einfuhrumsatzsteuer","Incurred import sales tax",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities","R","1589 00","Entstandene Einfuhrumsatzsteuer","Incurred import sales tax",1,"Finanz- und Privatkonten","Financial and private accounts",,"true","1589 00",,"false"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1590 00","Durchlaufende","Continuous",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1590 10","Durchlaufende Schülerverkehr","Continuous school traffic",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1590 11","Durchlaufende Versicherungen","Continuous insurance",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1590 12","Durchlaufende Instrumentenversicherung","Continuous instrument insurance",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1590 13","Durchlaufende Beiträge","Continuous contributions",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1590 14","Durchlaufende Material","Continuous material",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities",,"1591 00","Durchlaufende","Continuous",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten","Other assets or other liabilities","F","1592 00","Fremdgeld","Foreign money",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände","Other liabilities or other assets","F","1593 00","Verrechnungskonto erhaltene Anzahlungen bei Buchung über Debitorenkonto","Settlement account deposits received when booked via debtor account",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Forderungen gegen verbundene Unternehmen oder Verbindlichkeiten gegenüber verbundenen Unternehmen","Claims against affiliated companies or liabilities against affiliated companies",,"1594 00","Forderungen gegen verbundene Unternehmen","Claims against affiliated companies",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Forderungen gegen verbundene Unternehmen oder Verbindlichkeiten gegenüber verbundenen Unternehmen","Claims against affiliated companies or liabilities against affiliated companies",,"1595 00","Forderungen gegen verbundene Unternehmen - Restlaufzeit bis Jahr","Receivables from affiliated companies - remaining period up to year",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Forderungen gegen verbundene Unternehmen oder Verbindlichkeiten gegenüber verbundenen Unternehmen","Claims against affiliated companies or liabilities against affiliated companies",,"1596 00","Forderungen gegen verbundene Unternehmen - Restlaufzeit größer Jahr","Claims against affiliated companies - remaining term larger year",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Claims against companies with which there is a shareholding relationship or liabilities against companies with which there is a shareholding relationship",,"1597 00","Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Claims against companies with which there is a shareholding relationship",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Claims against companies with which there is a shareholding relationship or liabilities against companies with which there is a shareholding relationship",,"1598 00","Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit bis Jahr","Claims against companies with which there is an investment relationship - remaining term up to year",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Claims against companies with which there is a shareholding relationship or liabilities against companies with which there is a shareholding relationship",,"1599 00","Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer Jahr","Claims against companies with which there is a shareholding relationship - remaining term larger year",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände","Liabilities from supplies and services or other assets",,"1600 00","Verbindlichkeiten aus Lieferungen und Leistungen","Liabilities from supplies and services",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände","Liabilities from supplies and services or other assets","R","1601 00","Verbindlichkeiten aus Lieferungen und Leistungen","Liabilities from supplies and services",1,"Finanz- und Privatkonten","Financial and private accounts",,"true","1601 00",,"false"
"Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände","Liabilities from supplies and services or other assets","F","1605 00","Verbindlichkeiten aus Lieferungen und Leistungen zum allgemeinen Umsatzsteuersatz (EÜR)","Liabilities from deliveries and services at the general sales tax rate (EUR)",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände","Liabilities from supplies and services or other assets","F","1606 00","Verbindlichkeiten aus Lieferungen und Leistungen zum ermäßigten Umsatzsteuersatz (EÜR)","Liabilities from supplies and services at a reduced rate of value added tax (EUR)",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände","Liabilities from supplies and services or other assets","F","1607 00","Verbindlichkeiten aus Lieferungen und Leistungen ohne Vorsteuerabzug (EÜR)","Liabilities from deliveries and services without deduction of input tax (EUR)",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
"Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände","Liabilities from supplies and services or other assets","F","1609 00","Gegenkonto 1605-1607 bei Aufteilung der Verbindlichkeiten nach Steuersätzen (EÜR)","Offset account 1605-1607 when dividing liabilities according to tax rates (EUR)",1,"Finanz- und Privatkonten","Financial and private accounts",,"false",,,"true"
